#bbcode,img
yellow/sticker1.png,yellow/sticker1.png
yellow/sticker2.png,yellow/sticker2.png
yellow/sticker3.png,yellow/sticker3.png
yellow/sticker4.png,yellow/sticker4.png
yellow/sticker5.png,yellow/sticker5.png
yellow/sticker6.png,yellow/sticker6.png
yellow/sticker7.png,yellow/sticker7.png
yellow/sticker8.png,yellow/sticker8.png
yellow/sticker9.png,yellow/sticker9.png
yellow/sticker10.png,yellow/sticker10.png
yellow/sticker11.png,yellow/sticker11.png
yellow/sticker12.png,yellow/sticker12.png
yellow/sticker13.png,yellow/sticker13.png
yellow/sticker14.png,yellow/sticker14.png
yellow/sticker15.png,yellow/sticker15.png
yellow/sticker16.png,yellow/sticker16.png
yellow/sticker17.png,yellow/sticker17.png
yellow/sticker18.png,yellow/sticker18.png
yellow/sticker19.png,yellow/sticker19.png
yellow/sticker20.png,yellow/sticker20.png
yellow/sticker21.png,yellow/sticker21.png
yellow/sticker22.png,yellow/sticker22.png
yellow/sticker23.png,yellow/sticker23.png
yellow/sticker24.png,yellow/sticker24.png
yellow/sticker25.png,yellow/sticker25.png
yellow/sticker26.png,yellow/sticker26.png
yellow/sticker27.png,yellow/sticker27.png
yellow/sticker28.png,yellow/sticker28.png
yellow/sticker29.png,yellow/sticker29.png
yellow/sticker30.png,yellow/sticker30.png
yellow/sticker31.png,yellow/sticker31.png
yellow/sticker32.png,yellow/sticker32.png
yellow/sticker33.png,yellow/sticker33.png
yellow/sticker34.png,yellow/sticker34.png
yellow/sticker35.png,yellow/sticker35.png
yellow/sticker36.png,yellow/sticker36.png
yellow/sticker37.png,yellow/sticker37.png
yellow/sticker38.png,yellow/sticker38.png
