#bbcode,img
15/m1515.gif,15/m1515.gif
15/t1310.gif,15/t1310.gif
15/t1324.gif,15/t1324.gif
15/t1319.gif,15/t1319.gif
15/t1337.gif,15/t1337.gif
15/t1340.gif,15/t1340.gif
15/t9415.gif,15/t9415.gif
15/t2805.gif,15/t2805.gif
0/8.gif,0/8.gif
0/83.gif,0/83.gif
0/84.gif,0/84.gif
0/85.gif,0/85.gif
0/86.gif,0/86.gif
0/87.gif,0/87.gif
0/88.gif,0/88.gif
0/89.gif,0/89.gif
0/9.gif,0/9.gif
0/90.gif,0/90.gif
0/91.gif,0/91.gif
0/92.gif,0/92.gif
0/93.gif,0/93.gif
0/94.gif,0/94.gif
0/95.gif,0/95.gif
0/96.gif,0/96.gif
0/97.gif,0/97.gif
0/98.gif,0/98.gif
0/99.gif,0/99.gif
0/wha_1.gif,0/wha_1.gif
0/bawl.gif,0/bawl.gif
0/sarcastic_hand.gif,0/sarcastic_hand.gif
0/punish2.gif,0/punish2.gif
0/garfield.gif,0/garfield.gif
0/pokey.gif,0/pokey.gif
0/hiya_1.gif,0/hiya_1.gif
0/mamba.gif,0/mamba.gif
0/nerves.gif,0/nerves.gif
0/evil_grin.gif,0/evil_grin.gif
0/sarcastic.gif,0/sarcastic.gif
0/confused0072.gif,0/confused0072.gif
0/snoozer_08.gif,0/snoozer_08.gif
0/jealous.gif,0/jealous.gif
10/32.gif,10/32.gif
0/21.gif,0/21.gif
0/216.gif,0/216.gif
0/167.gif,0/167.gif
0/168.gif,0/168.gif
0/169.gif,0/169.gif
0/17.gif,0/17.gif
0/170.gif,0/170.gif
0/171.gif,0/171.gif
0/172.gif,0/172.gif
0/173.gif,0/173.gif
0/174.gif,0/174.gif
0/175.gif,0/175.gif
0/176.gif,0/176.gif
0/177.gif,0/177.gif
0/178.gif,0/178.gif
0/179.gif,0/179.gif
0/18.gif,0/18.gif
0/180.gif,0/180.gif
0/181.gif,0/181.gif
0/182.gif,0/182.gif
0/183.gif,0/183.gif
0/184.gif,0/184.gif
0/185.gif,0/185.gif
0/186.gif,0/186.gif
0/187.gif,0/187.gif
0/188.gif,0/188.gif
0/189.gif,0/189.gif
0/19.gif,0/19.gif
0/190.gif,0/190.gif
0/191.gif,0/191.gif
0/192.gif,0/192.gif
0/193.gif,0/193.gif
0/194.gif,0/194.gif
0/195.gif,0/195.gif
0/196.gif,0/196.gif
